contract,time_completed,side,quantity,avg_price,realized_pnl,epoch_sec,profit,loss,wr,profit_long,loss_long,wr_long,profit_short,loss_short,wr_short,realized_pnl_sum,px_side,px_side_sum,total_profit,avg_pnl_profit,total_loss,avg_pnl_loss,avg_pnl_rr,avg_pnl_ewr,total_px_profit,avg_px_profit,total_px_loss,avg_px_loss,avg_px_rr,avg_px_ewr
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-20 06:56:31.000,BOT,2,14289.5,-25.78,1650455791.0,11,18,0.3793103448275862,3,5,0.375,8,13,0.38095238095238093,-1160.5799999999997,-6.445,-307.15499999999986,1612.2599999999998,146.56909090909087,-2772.84,-154.04666666666668,0.9514590226495706,0.5124370988032645,0.0,48.64590909090909,-842.2600000000004,-46.79222222222225,1.0396152775109386,0.49028854168044783
"542601803,MNQ,FOP,20220429,14500,C,2,GLOBEX,,USD,MQEJ2 C1450,MQE,False,,combo:",2022-04-20 06:57:06.000,SLD,1,137.0,27.06,1650455826.0,1,0,1.0,1,0,1.0,0,0,,27.06,13.53,13.53,27.06,27.06,,,,,13.53,13.53,0.0,,,
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-20 06:58:33.000,BOT,1,14290.5,,1650455913.0,11,18,0.3793103448275862,3,5,0.375,8,13,0.38095238095238093,,,,1612.2599999999998,146.56909090909087,-2772.84,-154.04666666666668,0.9514590226495706,0.5124370988032645,0.0,48.64590909090909,0.0,-46.79222222222225,1.0396152775109386,0.49028854168044783
"547809685,MNQ,FOP,20220531,14550,C,2,GLOBEX,,USD,MQEK2 C1455,MQE,False,,combo:",2022-04-20 07:07:17.000,SLD,1,321.0,53.06,1650456437.0,3,0,1.0,3,0,1.0,0,0,,201.18,26.53,100.59,201.18,67.06,,,,,100.59,33.53,0.0,,,
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-20 07:08:15.000,BOT,1,14286.0,,1650456495.0,11,18,0.3793103448275862,3,5,0.375,8,13,0.38095238095238093,,,,1612.2599999999998,146.56909090909087,-2772.84,-154.04666666666668,0.9514590226495706,0.5124370988032645,0.0,48.64590909090909,0.0,-46.79222222222225,1.0396152775109386,0.49028854168044783
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-20 07:14:56.000,SLD,2,14272.0,-67.28,1650456896.0,11,19,0.36666666666666664,3,6,0.3333333333333333,8,13,0.38095238095238093,-1227.8599999999997,-16.82,-323.97499999999985,1612.2599999999998,146.56909090909087,-2840.1200000000003,-149.48000000000002,0.9805264310214802,0.5049162608166952,0.0,48.64590909090909,-859.0800000000005,-45.21473684210529,1.0758861488188205,0.4817219868098258
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-20 07:30:10.000,BOT,2,14280.0,,1650457810.0,11,19,0.36666666666666664,3,6,0.3333333333333333,8,13,0.38095238095238093,,,,1612.2599999999998,146.56909090909087,-2840.1200000000003,-149.48000000000002,0.9805264310214802,0.5049162608166952,0.0,48.64590909090909,0.0,-45.21473684210529,1.0758861488188205,0.4817219868098258
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-20 08:13:03.000,SLD,2,14252.25,-113.28,1650460383.0,11,20,0.3548387096774194,3,7,0.3,8,13,0.38095238095238093,-1341.1399999999996,-28.32,-352.29499999999985,1612.2599999999998,146.56909090909087,-2953.4000000000005,-147.67000000000002,0.9925448019847691,0.5018707729953688,0.0,48.64590909090909,-887.4000000000005,-44.370000000000026,1.0963693732456403,0.4770151733574414
"547809685,MNQ,FOP,20220531,14550,C,2,GLOBEX,,USD,MQEK2 C1455,MQE,False,,combo:",2022-04-20 08:18:25.000,BOT,1,316.0,,1650460705.0,3,0,1.0,3,0,1.0,0,0,,,,,201.18,67.06,,,,,0.0,33.53,0.0,,,
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-20 08:34:20.000,BOT,1,14212.75,,1650461660.0,11,20,0.3548387096774194,3,7,0.3,8,13,0.38095238095238093,,,,1612.2599999999998,146.56909090909087,-2953.4000000000005,-147.67000000000002,0.9925448019847691,0.5018707729953688,0.0,48.64590909090909,0.0,-44.370000000000026,1.0963693732456403,0.4770151733574414
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-20 08:40:34.000,SLD,1,14168.75,-89.14,1650462034.0,11,21,0.34375,3,8,0.2727272727272727,8,13,0.38095238095238093,-1430.2799999999997,-44.57,-396.86499999999984,1612.2599999999998,146.56909090909087,-3042.5400000000004,-144.88285714285718,1.0116386010014355,0.4971071839157287,0.0,48.64590909090909,-931.9700000000006,-44.37952380952384,1.0961340932745585,0.477068715788984
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-20 08:54:07.000,SLD,1,14097.0,,1650462847.0,11,21,0.34375,3,8,0.2727272727272727,8,13,0.38095238095238093,,,,1612.2599999999998,146.56909090909087,-3042.5400000000004,-144.88285714285718,1.0116386010014355,0.4971071839157287,0.0,48.64590909090909,0.0,-44.37952380952384,1.0961340932745585,0.477068715788984
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-20 09:41:25.000,BOT,1,14142.5,-92.14,1650465685.0,11,22,0.3333333333333333,3,8,0.2727272727272727,8,14,0.36363636363636365,-1522.4199999999998,-46.07,-442.93499999999983,1612.2599999999998,146.56909090909087,-3134.6800000000003,-142.48545454545456,1.028660022713642,0.49293621839225066,0.0,48.64590909090909,-978.0400000000006,-44.45636363636367,1.0942394994069764,0.47750030513853314
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-20 11:35:41.000,SLD,1,14031.0,,1650472541.0,11,22,0.3333333333333333,3,8,0.2727272727272727,8,14,0.36363636363636365,,,,1612.2599999999998,146.56909090909087,-3134.6800000000003,-142.48545454545456,1.028660022713642,0.49293621839225066,0.0,48.64590909090909,0.0,-44.45636363636367,1.0942394994069764,0.47750030513853314
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-20 12:14:03.000,BOT,1,14090.5,-120.14,1650474843.0,11,23,0.3235294117647059,3,8,0.2727272727272727,8,15,0.34782608695652173,-1642.56,-60.07,-503.0049999999998,1612.2599999999998,146.56909090909087,-3254.82,-141.51391304347825,1.0357221262340437,0.49122617822597253,0.0,48.64590909090909,-1038.1100000000006,-45.13521739130437,1.0777816503943787,0.4812825254329262
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-20 12:33:52.000,SLD,1,14066.25,,1650476032.0,11,23,0.3235294117647059,3,8,0.2727272727272727,8,15,0.34782608695652173,,,,1612.2599999999998,146.56909090909087,-3254.82,-141.51391304347825,1.0357221262340437,0.49122617822597253,0.0,48.64590909090909,0.0,-45.13521739130437,1.0777816503943787,0.4812825254329262
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-20 12:47:09.000,BOT,1,14115.5,-99.64,1650476829.0,11,24,0.3142857142857143,3,8,0.2727272727272727,8,16,0.3333333333333333,-1742.2,-49.82,-552.8249999999998,1612.2599999999998,146.56909090909087,-3354.46,-139.76916666666668,1.0486511038492576,0.4881260640823989,0.0,48.64590909090909,-1087.9300000000005,-45.330416666666686,1.0731405680345405,0.4823599592901985
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 06:44:45.000,BOT,1,14169.0,,1650541485.0,11,24,0.3142857142857143,3,8,0.2727272727272727,8,16,0.3333333333333333,,,,1612.2599999999998,146.56909090909087,-3354.46,-139.76916666666668,1.0486511038492576,0.4881260640823989,0.0,48.64590909090909,0.0,-45.330416666666686,1.0731405680345405,0.4823599592901985
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 08:32:48.000,SLD,1,14238.0,136.86,1650547968.0,12,24,0.3333333333333333,4,8,0.3333333333333333,8,16,0.3333333333333333,-1605.3400000000001,68.43,-484.3949999999998,1749.12,145.76,-3354.46,-139.76916666666668,1.0428623384985958,0.48950924453135264,603.5350000000001,50.29458333333334,0.0,-45.330416666666686,1.1095107221971998,0.4740435729847495
"547809705,MNQ,FOP,20220531,14600,C,2,GLOBEX,,USD,MQEK2 C1460,MQE,False,,combo:",2022-04-21 08:36:17.000,BOT,1,288.0,,1650548177.0,0,0,,0,0,,0,0,,,,,,,,,,,0.0,,0.0,,,
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 08:42:05.000,SLD,1,14272.0,,1650548525.0,12,24,0.3333333333333333,4,8,0.3333333333333333,8,16,0.3333333333333333,,,,1749.12,145.76,-3354.46,-139.76916666666668,1.0428623384985958,0.48950924453135264,0.0,50.29458333333334,0.0,-45.330416666666686,1.1095107221971998,0.4740435729847495
"547809705,MNQ,FOP,20220531,14600,C,2,GLOBEX,,USD,MQEK2 C1460,MQE,False,,combo:",2022-04-21 08:58:33.000,SLD,1,258.0,-60.94,1650549513.0,0,1,0.0,0,1,0.0,0,0,,-60.94,-30.47,-30.47,,,-60.94,-60.94,,,0.0,,-30.47,-30.47,,
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 09:06:08.000,BOT,1,14179.75,183.36,1650549968.0,13,24,0.35135135135135137,4,8,0.3333333333333333,9,16,0.36,-1421.98,91.68,-392.7149999999998,1932.48,148.6523076923077,-3354.46,-139.76916666666668,1.0635557987322504,0.4846004167245451,695.2150000000001,53.478076923076934,0.0,-45.330416666666686,1.1797393638872409,0.45877044593838445
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 09:06:08.000,BOT,1,14178.0,,1650549968.0,13,24,0.35135135135135137,4,8,0.3333333333333333,9,16,0.36,,,,1932.48,148.6523076923077,-3354.46,-139.76916666666668,1.0635557987322504,0.4846004167245451,0.0,53.478076923076934,0.0,-45.330416666666686,1.1797393638872409,0.45877044593838445
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 09:20:11.000,SLD,1,14129.25,-98.64,1650550811.0,13,25,0.34210526315789475,4,9,0.3076923076923077,9,16,0.36,-1520.6200000000001,-49.32,-442.0349999999998,1932.48,148.6523076923077,-3453.1,-138.124,1.076223593961279,0.48164369334233165,0.0,53.478076923076934,-1137.2500000000005,-45.490000000000016,1.1756007237431725,0.45964316387957277
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 09:37:35.000,BOT,1,14156.0,,1650551855.0,13,25,0.34210526315789475,4,9,0.3076923076923077,9,16,0.36,,,,1932.48,148.6523076923077,-3453.1,-138.124,1.076223593961279,0.48164369334233165,0.0,53.478076923076934,0.0,-45.490000000000016,1.1756007237431725,0.45964316387957277
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 09:47:24.000,SLD,1,14107.0,-99.14,1650552444.0,13,26,0.3333333333333333,4,10,0.2857142857142857,9,16,0.36,-1619.7600000000002,-49.57,-491.6049999999998,1932.48,148.6523076923077,-3552.24,-136.62461538461537,1.08803459225728,0.47891926872674323,0.0,53.478076923076934,-1186.8200000000004,-45.646923076923095,1.1715592929003553,0.46049859346202354
"547809680,MNQ,FOP,20220531,14500,C,2,GLOBEX,,USD,MQEK2 C1450,MQE,False,,combo:",2022-04-21 09:54:41.000,BOT,1,258.0,,1650552881.0,0,0,,0,0,,0,0,,,,,,,,,,,0.0,,0.0,,,
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 10:01:32.000,BOT,1,14099.75,,1650553292.0,13,26,0.3333333333333333,4,10,0.2857142857142857,9,16,0.36,,,,1932.48,148.6523076923077,-3552.24,-136.62461538461537,1.08803459225728,0.47891926872674323,0.0,53.478076923076934,0.0,-45.646923076923095,1.1715592929003553,0.46049859346202354
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 10:26:10.000,SLD,1,14113.0,25.36,1650554770.0,14,26,0.35,5,10,0.3333333333333333,9,16,0.36,-1594.4000000000003,12.68,-478.9249999999998,1957.84,139.84571428571428,-3552.24,-136.62461538461537,1.0235762705866078,0.49417460292223797,707.8950000000001,50.563928571428576,0.0,-45.646923076923095,1.107718224210194,0.4744467208726257
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 10:30:07.000,BOT,1,14075.0,,1650555007.0,14,26,0.35,5,10,0.3333333333333333,9,16,0.36,,,,1957.84,139.84571428571428,-3552.24,-136.62461538461537,1.0235762705866078,0.49417460292223797,0.0,50.563928571428576,0.0,-45.646923076923095,1.107718224210194,0.4744467208726257
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 10:33:45.000,SLD,1,14045.75,-59.64,1650555225.0,14,27,0.34146341463414637,5,11,0.3125,9,16,0.36,-1654.0400000000004,-29.82,-508.7449999999998,1957.84,139.84571428571428,-3611.8799999999997,-133.7733333333333,1.0453930600447097,0.48890358510268017,0.0,50.563928571428576,-1216.6400000000003,-45.060740740740755,1.1221282149432628,0.4712250621608817
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 10:39:52.000,SLD,1,14045.0,,1650555592.0,14,27,0.34146341463414637,5,11,0.3125,9,16,0.36,,,,1957.84,139.84571428571428,-3611.8799999999997,-133.7733333333333,1.0453930600447097,0.48890358510268017,0.0,50.563928571428576,0.0,-45.060740740740755,1.1221282149432628,0.4712250621608817
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 10:56:25.000,BOT,1,13987.0,114.86,1650556585.0,15,27,0.35714285714285715,5,11,0.3125,10,16,0.38461538461538464,-1539.1800000000005,57.43,-451.31499999999977,2072.7,138.17999999999998,-3611.8799999999997,-133.7733333333333,1.0329412937306888,0.49189811977545167,765.325,51.02166666666667,0.0,-45.060740740740755,1.1322864610731191,0.4689801385770318
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 10:56:26.000,BOT,1,13987.0,,1650556586.0,15,27,0.35714285714285715,5,11,0.3125,10,16,0.38461538461538464,,,,2072.7,138.17999999999998,-3611.8799999999997,-133.7733333333333,1.0329412937306888,0.49189811977545167,0.0,51.02166666666667,0.0,-45.060740740740755,1.1322864610731191,0.4689801385770318
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 11:00:13.000,SLD,1,13970.0,-35.14,1650556813.0,15,28,0.3488372093023256,5,12,0.29411764705882354,10,16,0.38461538461538464,-1574.3200000000006,-17.57,-468.88499999999976,2072.7,138.17999999999998,-3647.0199999999995,-130.25071428571428,1.0608770996594479,0.48523029353145136,0.0,51.02166666666667,-1234.2100000000003,-44.078928571428584,1.1575069612680713,0.4634979251294057
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 11:05:17.000,SLD,1,13967.0,,1650557117.0,15,28,0.3488372093023256,5,12,0.29411764705882354,10,16,0.38461538461538464,,,,2072.7,138.17999999999998,-3647.0199999999995,-130.25071428571428,1.0608770996594479,0.48523029353145136,0.0,51.02166666666667,0.0,-44.078928571428584,1.1575069612680713,0.4634979251294057
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 12:24:21.000,BOT,1,13926.5,79.86,1650561861.0,16,28,0.36363636363636365,5,12,0.29411764705882354,11,16,0.4074074074074074,-1494.4600000000007,39.93,-428.95499999999976,2152.56,134.535,-3647.0199999999995,-130.25071428571428,1.0328926082116359,0.49190990018883185,805.255,50.3284375,0.0,-44.078928571428584,1.1417799645117117,0.46690137015451183
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 12:29:00.000,SLD,1,13938.0,,1650562140.0,16,28,0.36363636363636365,5,12,0.29411764705882354,11,16,0.4074074074074074,,,,2152.56,134.535,-3647.0199999999995,-130.25071428571428,1.0328926082116359,0.49190990018883185,0.0,50.3284375,0.0,-44.078928571428584,1.1417799645117117,0.46690137015451183
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 14:04:19.000,BOT,1,13735.0,404.86,1650567859.0,17,28,0.37777777777777777,5,12,0.29411764705882354,12,16,0.42857142857142855,-1089.6000000000008,202.43,-226.52499999999975,2557.42,150.4364705882353,-3647.0199999999995,-130.25071428571428,1.1549761658753142,0.4640422552394297,1007.685,59.275588235294116,0.0,-44.078928571428584,1.3447601871547263,0.42648284693602734
"542601595,MNQ,FOP,20220429,13700,P,2,GLOBEX,,USD,MQEJ2 P1370,MQE,False,,combo:",2022-04-21 14:07:14.000,SLD,2,250.0,262.12,1650568034.0,1,0,1.0,1,0,1.0,0,0,,262.12,65.53,65.53,262.12,262.12,,,,,65.53,65.53,0.0,,,
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 14:10:50.000,SLD,1,13720.25,,1650568250.0,17,28,0.37777777777777777,5,12,0.29411764705882354,12,16,0.42857142857142855,,,,2557.42,150.4364705882353,-3647.0199999999995,-130.25071428571428,1.1549761658753142,0.4640422552394297,0.0,59.275588235294116,0.0,-44.078928571428584,1.3447601871547263,0.42648284693602734
"477837024,MNQ,FUT,20220617,0,,2,GLOBEX,,USD,MNQM2,MNQ,False,,combo:",2022-04-21 18:48:28.000,BOT,1,13697.0,45.36,1650584908.0,18,28,0.391304347826087,5,12,0.29411764705882354,13,16,0.4482758620689655,-1044.240000000001,22.68,-203.84499999999974,2602.78,144.5988888888889,-3647.0199999999995,-130.25071428571428,1.1101581260560374,0.47389813476634407,1030.365,57.2425,0.0,-44.078928571428584,1.298636374685021,0.4350405357772295
